State	Model	DGtau1	DGtaudag	Kdiss	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	logPrior	rho
629	5	-3.8965023595	0.2242637951	2.9837346192	1.2796906786	1.9024459932	128.9282603992	19.38799	16.055088	13.621613	30.248548	25.154095	21.818497	39.74937	33.577849	29.831498	48.780155	41.763723	60.653541	53.792534	48.938979	76.135386	69.319081	63.40234	101.207743	95.464407	91.58642	-11.238328	4.586225
630	5	-3.9884590976	3.7271379255	8.8582762785	1.290517718	1.0014155583	128.9135357415	19.244513	16.080287	13.673091	29.757549	25.175056	22.157618	39.569997	34.199122	29.836893	47.946623	42.003382	60.111843	53.760721	49.170052	74.866984	68.909455	63.701211	101.106549	95.282801	91.586186	-10.203226	4.480053
631	5	-3.8756232784	3.5666334191	18.0739488843	1.5600125794	2.9774442104	126.8633189723	19.694098	16.310707	13.812362	30.452348	25.699068	22.206909	40.161724	34.48832	29.986703	49.102269	42.727826	60.819246	53.382162	48.847492	75.143867	68.387005	63.812402	99.605757	95.967672	90.135335	-10.352474	4.508628
632	5	-4.3188387427	3.1886775779	44.1927129094	1.6508601485	2.5006230563	126.1867902695	18.787729	16.217306	14.591713	29.104483	25.392767	22.584563	38.462419	34.042597	30.348813	47.393677	42.200594	58.621966	53.513888	48.648113	73.233528	68.210862	63.896547	98.657423	93.443589	91.769723	-10.789333	4.599686
633	5	-4.0083247258	2.1599346973	53.5307923749	2.4293544341	2.7364543755	128.5711738854	19.490169	16.381251	14.113941	30.338638	25.810237	22.518013	39.72218	33.993503	30.810722	48.72326	43.107804	60.639421	54.634409	49.061823	75.645681	69.254543	64.531126	100.729221	96.503041	91.960359	-11.067406	4.546838
634	5	-3.8894494389	4.2082769301	38.6476189917	2.0891818139	2.9335141485	127.0699199886	19.879617	16.397443	13.943595	30.883651	25.590891	22.379201	40.095659	34.234748	30.319055	49.460643	42.651916	60.64758	54.234342	49.111126	75.968667	69.384765	64.125898	99.834416	95.539053	90.215349	-11.432187	4.610705
635	5	-3.7102424923	1.3266660954	34.0652041914	2.2200836246	2.4625687063	127.5273364173	20.051363	16.182691	13.72523	30.725481	25.702189	21.980822	41.108767	34.121068	29.587569	49.904142	42.332039	61.793179	54.361098	47.75141	75.48979	68.985903	63.780724	100.360786	95.064588	90.999804	-10.966453	4.506839
636	5	-3.9508197729	2.4906837491	28.4290848677	1.7293603471	1.7691949529	128.9008567012	20.048408	16.426711	14.277268	30.872403	26.086687	22.400249	40.429224	34.563421	29.741157	49.674632	43.363188	61.889046	54.650684	49.384495	76.447924	70.033195	65.179403	101.035622	96.642409	91.983287	-10.352539	4.503801
637	5	-4.1631949957	2.7547116079	35.7168972498	1.6908032274	0.2136393063	125.8799235179	19.541532	16.537236	14.453628	29.685669	25.685934	22.836883	39.6122	34.40667	30.862929	48.592153	42.973284	60.4709	54.486352	49.885582	74.566619	68.559175	64.092072	98.468686	94.614986	91.257034	-10.507837	4.521248
638	5	-3.9779867636	-1.3783498862	27.3886890721	1.6103655487	2.2515716998	127.2359977854	19.283567	15.953342	13.72322	29.755943	24.872307	22.093468	39.144606	33.648711	30.079908	48.390159	41.745202	60.425217	53.290563	48.463615	75.418761	68.643626	63.574099	99.515593	94.598373	91.439949	-14.334679	4.47727
639	5	-3.8251313207	2.234288261	39.1484676921	2.1701245741	1.953687464	127.7309371288	19.763962	16.384655	13.810771	30.773407	25.080527	22.142395	39.57178	34.030034	29.919182	48.916345	42.469535	60.351846	54.145885	48.47494	75.880894	68.720705	63.105183	100.3718	95.673507	90.307866	-10.695632	4.548121
640	5	-3.6944313276	2.2268200486	41.9384562371	2.6752537876	2.2670202803	126.1673979366	20.26371	16.444884	13.940425	30.855502	25.825447	21.94222	40.874884	34.433857	30.272144	49.359811	41.909576	62.577903	53.584392	48.668276	75.887931	69.318776	62.93822	100.232888	94.435948	90.36608	-10.895671	4.523291
641	5	-3.7728320763	1.152829956	52.0268792939	2.9707911965	1.3289763675	126.5027518302	20.038498	16.136391	13.605783	30.503058	25.302302	21.871018	40.3089	33.722185	29.838245	48.712721	42.27442	61.482614	54.013414	48.605076	75.089054	68.833223	62.127887	98.621447	94.513763	89.642397	-11.628057	4.612608
642	5	-3.7900135137	2.670661255	57.0987268126	3.0771116187	1.0014305408	127.7010072167	19.475288	15.972081	13.579126	29.902395	24.712659	21.47977	39.73112	33.001136	29.076381	48.508746	42.151683	60.241502	53.138085	48.270867	75.39489	68.574597	62.695914	99.775867	94.033536	90.360301	-11.261498	4.579084
643	5	-3.794679152	5.2160654004	29.8831040845	1.9972962689	0.673587321	123.526079323	19.912495	16.206212	13.829603	30.496367	25.75774	22.158443	39.978887	34.175603	29.864655	49.266048	42.72191	60.995565	53.65756	48.481857	74.107744	67.484328	63.359548	97.881028	93.143287	89.428363	-12.403947	4.629092
644	5	-3.9271734737	2.3217474922	37.1301786203	2.0740445992	1.5399924752	122.5362730659	19.882505	16.472793	14.138957	30.593808	25.916708	22.513989	39.668778	34.67851	30.423071	48.999218	42.459467	61.101674	53.807479	48.445876	74.517457	68.03142	62.950338	97.342396	93.186081	90.024093	-10.589871	4.618085
645	5	-3.8202174769	1.8469969515	40.5251066625	2.2143825736	3.1692644568	128.1260567177	19.679879	16.290645	13.494758	30.38602	25.313968	22.08765	39.770755	34.183343	29.683643	48.95256	42.241181	61.619815	54.001939	48.45241	76.493695	69.013604	63.02069	100.876325	96.449169	91.307713	-10.833525	4.603098
646	5	-4.1985549196	4.1699214267	68.7423044108	2.7554918488	1.8468752432	127.3992791331	19.163531	16.422986	14.307141	29.776628	25.754757	22.861629	39.444212	34.174446	30.827108	48.005733	42.710607	59.880138	54.109798	49.533401	74.841399	69.222226	64.300372	99.212055	95.3784	91.563545	-12.146857	4.585668
647	5	-4.0357338103	0.9076189722	75.7803935825	4.198925493	3.3650797547	126.9286796227	19.693923	16.502287	14.132977	30.12993	25.747903	22.527381	40.03072	34.400574	30.72258	48.991287	42.839793	61.068385	53.910626	49.642933	75.733788	69.296192	64.59599	99.960025	94.770127	91.592342	-12.551376	4.444711
648	5	-4.1506181507	4.906956626	68.335400801	2.9760965476	1.319457644	127.1294532188	19.699936	16.490186	14.246429	30.102978	25.921315	23.106529	39.520312	34.468358	30.996429	49.033063	42.753216	61.341628	54.623366	50.344883	75.12797	69.477079	64.603952	98.885971	94.515886	92.240231	-13.012659	4.499844
649	5	-4.1842000024	4.0139643438	68.0879315935	2.9240058351	0.3643361742	124.4352192662	19.249758	16.360623	14.536799	29.995433	25.58019	22.581431	39.257593	33.943974	30.466446	48.039495	42.825576	59.857584	54.097144	49.270268	74.324802	68.42619	63.677961	97.098936	94.272122	90.717615	-12.031766	4.627324
650	5	-3.9218909969	0.7589787406	59.1267324165	3.1150371749	1.5043611484	123.0294789744	19.47115	16.146014	13.881504	30.280094	25.246446	22.211812	39.634306	33.781108	29.666848	48.29633	41.661747	60.036518	52.963185	48.205046	73.697451	68.033516	62.648182	98.010325	93.177193	89.378933	-12.097394	4.593273
651	5	-4.2227283369	2.2403802688	50.1290552941	1.9302138846	2.8018416519	127.7979233954	19.055067	16.426852	14.296184	29.280047	25.519387	22.856586	39.42234	34.544284	30.867493	48.039964	42.499742	60.098132	54.070582	49.949125	74.988662	69.136315	65.213334	100.130884	95.072196	92.60142	-10.86703	4.570933
652	5	-3.8328896346	0.8909569956	36.8829111259	1.9754839011	3.2392679819	130.1710594459	19.554377	15.753546	13.490186	29.757352	24.896289	21.915906	39.50989	33.778193	29.789093	48.729904	42.335213	61.103237	53.670845	47.914576	76.066216	68.742755	63.120284	101.612008	95.437115	92.282893	-11.285307	4.599632
653	5	-3.9919164507	1.7498286788	43.4805326389	2.1324631364	0.072607741	123.3309866095	19.527625	16.366704	14.110882	30.368027	25.701283	22.41368	39.466465	33.971255	29.901659	48.455434	42.218215	59.862037	53.247486	49.054635	74.16738	68.273938	62.627324	98.327237	93.219835	90.097665	-10.87703	4.517538
654	5	-3.8263805903	3.3276480381	24.7572992713	1.7287733564	0.1031449069	127.6491806432	19.561779	15.912028	13.735053	30.383548	25.325584	22.158637	39.436413	33.627151	29.431344	49.288626	41.818604	61.413504	53.259275	48.276095	75.657248	69.784869	63.10189	99.884624	94.814071	90.816741	-10.430464	4.563648
655	5	-3.9508011615	0.9552034929	11.807818658	1.3624402915	3.2475051626	130.8640092093	19.366018	16.07505	13.782449	30.233906	25.298413	22.091439	39.459729	33.993801	30.104948	49.068902	42.377654	61.372124	53.928944	48.782901	75.743199	69.151696	64.011719	101.415004	96.802229	92.537425	-10.533977	4.485205
656	5	-3.9503428932	2.1922403579	7.0668987444	1.3369720021	0.2176973285	127.6708546936	19.828628	16.347976	14.181675	30.641255	25.886063	22.45137	40.172756	34.433224	30.578892	48.772973	42.509568	60.804132	54.554599	49.150275	75.974544	69.535201	64.186563	100.191181	95.088079	90.770671	-9.807238	4.616993
657	5	-4.1754137429	2.5573515603	3.4558852428	1.1332559284	0.010269547	129.9204580665	18.950417	15.984556	13.966102	29.479718	25.286289	22.901268	38.683641	33.951333	30.318783	47.806193	42.527715	59.841392	54.204819	49.78018	75.41871	69.266927	64.655907	100.168051	96.135456	93.461242	-9.821333	4.610496
658	5	-4.0749302024	0.7677168233	1.659681741	1.1596190706	0.1098793147	129.1001428149	18.957139	16.166574	14.031043	29.637163	25.459246	22.377223	39.121563	33.761162	29.791024	48.356166	41.985766	60.496023	53.703914	49.156267	74.950586	69.00224	63.970569	100.269979	94.895761	91.319312	-10.832954	4.62178
659	5	-4.0745774541	5.0351948081	2.9311095222	1.1885953242	2.0421806486	127.1387165161	19.260422	16.159342	14.027516	30.047781	25.368847	22.218316	39.320935	33.735457	30.263364	48.679034	42.424466	60.291729	53.887558	48.894609	75.053557	69.313565	64.573265	98.973617	95.33078	91.221063	-11.562845	4.427719
660	5	-4.2213108915	1.3413486485	0.2024072494	1.0853865789	0.7548100956	129.3866391919	19.027322	16.220708	14.055425	29.467822	25.530362	22.727218	38.660851	33.882686	30.93803	48.247085	42.476531	59.862565	54.302946	49.694872	74.940092	68.599184	64.923865	100.082841	96.734509	93.070097	-12.01617	4.478269
661	5	-4.2281400897	2.9013836273	2.5861706972	1.1121674259	2.0882345821	129.3662844444	19.104263	16.232103	14.320017	29.582244	25.853333	22.70467	38.957441	34.473238	30.283754	47.972564	43.144458	60.121689	54.406359	50.009194	75.503047	69.187132	64.868721	100.29501	97.172843	92.78833	-9.935922	4.619117
662	5	-4.0538219588	4.9534369789	1.6338058953	1.1805542667	3.273383368	128.7245594397	19.257711	16.061338	14.162339	29.707927	25.19614	22.280991	39.206156	34.124818	30.022536	48.296008	42.348123	60.859266	54.073339	49.419159	75.560008	69.487711	63.728814	99.775247	95.721603	91.880988	-11.65701	4.543328
663	5	-4.251240548	5.1246329991	9.6033563776	1.1887474513	2.7574129369	124.1350393694	19.038943	16.366979	14.440551	29.45156	25.740356	22.602434	38.767576	34.115064	30.757802	47.665194	42.428154	59.735561	53.072216	49.506793	73.415983	68.219249	64.516301	98.059323	93.443978	90.50644	-11.655718	4.583154
664	5	-3.8635846251	1.0003073877	3.0095110681	1.3383345129	2.1258347244	128.6843891298	19.948812	16.407197	14.03	30.6968	26.252282	22.547408	40.396225	34.085274	30.227009	49.938205	42.591854	61.663076	54.524647	49.455462	76.556584	69.493928	64.219613	102.025414	96.654224	92.097273	-10.465315	4.605518
665	5	-4.0980705542	3.1085932514	0.7008578632	1.1241404795	0.4122790564	129.6488842976	18.929078	15.95868	14.075713	29.280689	25.18491	22.125162	38.794193	33.586538	29.872136	47.938954	41.784785	60.242916	53.402641	48.264731	75.054118	68.424193	63.622986	100.809661	96.134309	91.367136	-10.605964	4.609218
666	5	-4.3174620374	3.4160767033	0.0905897315	1.0434296814	3.067133065	129.4420995789	18.876498	16.203904	14.34109	29.082346	25.543644	22.942413	38.765199	34.055226	30.721789	47.665614	42.777507	60.143604	54.189588	49.881533	74.752583	69.085969	64.592594	100.17322	96.761722	93.570674	-12.890255	4.569853
667	5	-3.9659100165	2.4001005974	1.939993797	1.2482088136	1.6553054763	125.5813672193	19.499724	16.393913	14.150501	29.906378	25.022807	22.476611	39.477272	34.459006	30.093133	48.946414	42.565438	60.597279	53.253563	49.359466	75.186004	68.639168	63.248187	99.034991	94.304127	90.633776	-9.943133	4.55863
668	5	-3.8924422288	3.0961982107	0.2683442815	1.2455729715	0.7548886364	130.8707547448	19.436468	15.926181	13.593477	30.210239	25.196089	22.091671	39.731862	34.281798	29.965439	48.664486	42.374936	60.473333	54.020482	48.503006	76.159943	69.16995	63.645052	101.010312	97.371899	92.364032	-11.451796	4.584073
669	5	-4.2333097291	3.0077330138	5.1329600287	1.1322863884	2.9494102193	128.5303276504	18.871874	16.184868	14.18789	29.414022	25.511568	22.655254	38.938299	34.213872	30.238206	47.872025	42.671815	59.806439	54.310487	49.815554	75.098846	69.384561	64.870946	99.89167	96.550393	92.912771	-9.84538	4.596874
670	5	-3.9866169933	3.9743433915	0.440245904	1.190376669	0.1577085451	131.390009338	19.341257	16.180107	13.753526	29.669828	25.041521	22.257839	39.64536	33.711482	29.737673	48.929718	42.322394	60.682366	54.229639	48.835265	76.237738	69.057085	63.758926	101.562801	97.018183	93.044942	-11.47899	4.454286
671	5	-3.918458998	2.7710208117	20.4367279966	1.4907398897	1.6282591942	131.9252618427	19.229434	15.873298	13.6078	29.836661	25.294305	21.713139	39.441195	33.556716	29.613274	48.42283	42.112693	60.938403	53.58655	48.189972	76.175185	69.124696	64.358279	100.991425	97.523272	92.802185	-10.136728	4.396602
672	5	-3.8734897915	1.1944101484	8.3151569464	1.3709331575	1.1130959403	128.3582088603	19.363985	16.184654	13.802467	30.094218	25.129739	21.689847	39.449491	33.905436	29.769281	48.893066	42.528473	61.057194	53.830212	47.788875	75.429103	68.765316	63.898051	99.884097	94.772426	90.982995	-10.257801	4.537481
673	5	-4.0302599132	3.1038101484	8.5101908303	1.2634389394	3.1342348284	128.6594275226	19.215516	15.968537	13.661777	29.986972	25.483319	22.152321	39.149322	33.833713	30.377702	47.888823	42.238669	60.209621	53.308632	48.717741	75.324946	68.360314	63.949698	99.966796	94.824711	91.251433	-9.885661	4.592445
674	5	-3.8710084229	1.7937226688	1.0950318504	1.2682400266	1.7327976821	130.6570476301	19.588224	16.02467	13.651524	30.276762	25.340303	21.849174	39.634399	33.813543	29.882236	48.586672	42.548564	61.644592	53.814783	48.699974	75.549219	68.849414	63.63616	101.469864	96.003982	91.897739	-10.382883	4.410698
675	5	-3.8984649254	1.808444636	1.3493562436	1.2518910344	0.7980345036	130.8286374694	19.446042	16.06806	13.709124	29.918711	25.091042	21.888544	40.054872	33.936608	29.740863	49.063094	42.052029	61.183421	54.316147	48.76838	75.898937	69.500824	63.95087	101.978545	95.881033	92.188227	-10.265972	4.553891
676	5	-3.9178680307	2.2766633011	8.9600123594	1.3410911982	0.2708355733	128.5216263205	19.296948	15.836528	13.642925	29.880413	24.753729	22.145607	39.727945	33.625029	29.665332	48.342873	41.770625	60.695419	53.71569	48.533003	75.418758	68.438161	63.951362	100.096709	95.566982	91.318881	-9.814845	4.539078
677	5	-3.9967214748	4.6695416185	0.9753159408	1.2104625039	2.2701732905	126.9498070728	19.261362	16.104468	14.00636	29.85287	25.50683	22.286268	39.438898	33.852193	29.966906	48.596775	42.351105	60.129187	53.503923	48.6406	74.866333	68.704306	63.436072	99.355211	95.173031	91.122209	-11.551723	4.482246
678	5	-4.0072143813	3.0594239784	1.3292210409	1.2176900043	2.2544445554	125.9827264963	19.272717	16.138595	14.029638	30.012871	25.546168	22.288337	39.45304	33.893746	30.242232	48.13748	42.480903	60.448266	53.816604	48.45797	74.774993	68.474273	63.325924	98.478513	94.444732	90.951058	-10.190715	4.591346
679	5	-3.9842774624	1.7509681275	3.2772745053	1.2658484401	2.9859185427	126.8815172311	19.607386	16.294765	14.134244	30.240479	25.553688	22.41415	39.759477	34.434668	30.498194	49.05292	42.725929	61.076273	54.281815	48.871142	75.635845	68.985277	63.633055	99.884579	95.309786	91.241527	-9.964161	4.615137
680	5	-4.0250161842	2.1925296932	0.8277776497	1.2089895518	0.6696508633	126.2977716203	19.335624	16.297293	14.128679	30.079998	25.627575	22.393946	39.416615	34.087718	29.996053	48.74182	42.444194	60.448638	54.063928	49.089664	75.452939	68.53557	64.240659	99.588982	94.875236	91.201265	-10.409174	4.523555
681	5	-4.1340292828	2.4885184544	1.3567648989	1.1412816837	3.3262989377	126.3045998997	18.984397	16.156273	14.007504	29.495992	25.178377	22.404322	38.824502	34.01524	30.262755	47.945936	42.346391	59.77744	53.460253	49.259346	74.476556	68.800747	63.709282	98.910416	94.744044	91.151166	-10.096791	4.613818
682	5	-3.9293942274	4.2187447184	2.9447816504	1.2919908639	0.5545426912	126.58290102	19.605344	16.255319	14.005813	30.402972	25.489548	22.334869	40.122241	34.337171	29.999164	49.137335	42.561511	61.05484	54.400618	48.603395	75.503619	69.02436	63.629474	99.740889	95.30627	91.110703	-10.631833	4.587611
683	5	-4.1286571004	1.1648628725	2.4305547233	1.1703359853	0.0527232704	128.9558995005	19.359728	16.285712	14.255543	29.852759	25.766049	22.695953	39.615095	34.482705	30.529776	48.411242	42.8557	60.688803	54.506317	49.751165	76.0846	69.51143	64.852846	101.055068	96.396513	92.63286	-10.385243	4.626454
684	5	-4.01669574	1.5531408432	0.3946798604	1.2252835639	1.9264873457	125.0589947801	19.527808	16.468507	14.128067	30.224029	26.005379	22.624117	39.876662	34.310406	30.2881	48.670088	42.868835	60.748091	54.155348	49.112998	74.825775	68.978615	63.917687	99.274255	94.142772	90.438139	-11.194135	4.628928
685	5	-3.9283546424	1.7549344311	1.132804541	1.2588557365	1.8793356359	125.7446941548	19.44455	16.097889	13.856209	30.272931	25.387578	22.096871	39.435075	33.868963	29.684437	48.776118	42.280045	60.446741	53.536176	48.850546	75.019856	68.374808	62.907872	98.817711	94.613565	90.260508	-10.339077	4.618003
686	5	-4.1081195715	1.7485966612	11.2355346779	1.2922720667	1.330087693	127.3834321914	19.411837	16.283789	14.281991	29.994598	25.834702	22.534698	39.514616	34.420436	30.533449	48.74681	42.842162	60.557968	54.310988	49.439295	75.720579	69.320512	64.514623	99.925278	95.282747	91.811565	-10.006596	4.598714
687	5	-3.9163932986	3.3591830193	7.4693307594	1.3353623359	3.2396039643	125.7814797549	19.462975	15.900127	13.728975	29.76114	25.032086	21.952931	39.194498	33.968419	29.708425	48.072689	41.63384	60.486544	53.116833	47.922633	74.593542	67.876705	62.779447	98.40564	93.793553	89.873101	-9.955517	4.628862
688	5	-3.8097921636	1.194143107	1.1084039458	1.3143191409	0.5899929647	129.2941952515	19.464848	16.141944	13.783566	30.171016	25.176254	21.671003	40.02853	33.69515	29.782728	49.034438	42.314128	61.488209	53.461863	48.273278	76.544185	69.378401	63.186717	101.383718	95.969741	91.685029	-10.699152	4.626664
